trivial,multiply,def multiply(a b):    return a * b,def multiply(a b):    return a * b,```def multiply(a b):    return a * b```This function takes two numbers as input and returns their product. <step>, return a * b
very_complex,flatten_nested_list,def flatten_nested_list(nested_list):    flat_list = []    for sublist in nested_list:        if isinstance(sublist list):            flat_list.extend(flatten_nested_list(sublist))        else:            flat_list.append(sublist)    return flat_list,def flatten_nested_list(nested_list):    flat_list = []    for item in nested_list:        if isinstance(item list):            flat_list.extend(flatten_nested_list(item))        else:            flat_list.append(item)    return flat_list,```def flatten_nested_list(nested_list):    flat_list = []    for item in nested_list:        if isinstance(item list):            flat_list.extend(flatten_nested_list(item))        else:            flat_list.append(item)    return flat_list```This function takes a nested list as input and returns a flattened list as output. It iterates through each item in the list and checks if it is a list. If it is a list it recursively calls the function on that list to flatten it and then extends the flat_list with the result. If it is,lambda nested_list: [item for sublist in nested_list for item in (flatten_nested_list(sublist) if isinstance(sublist list) else [sublist])]
very_complex,get_occurences_of_string_from_file,def get_occurences_of_string_from_file(file_name target_string):    with open(file_name 'r') as file:        content = file.read()        occurences = content.count(target_string)    return occurences,ERROR: CLEAN THIS, def get_occurences_of_string_from_file(file_path search_string):    with open(file_path 'r') as f:        file_content = f.read()    return file_content.count(search_string) <step>,lambda file string: sum([line.count(string) for line in open(file).read().split('\n')])
very_complex,fibonacci,def fibonacci(n):    if n <= 0:        return "Invalid input"    elif n == 1:        return 0    elif n == 2:        return 1    else:        a b = 0 1        for _ in range(2 n):            a b = b a + b        return b,pydef fibonacci(n):    if n == 0:        return 0    elif n == 1:        return 1    else:        return fibonacci(n-1) + fibonacci(n-2),```pydef fibonacci(n):    if n == 0:        return 0    elif n == 1:        return 1    else:        return fibonacci(n-1) + fibonacci(n-2)```This function calculates the nth Fibonacci number using recursion. The Fibonacci sequence is a sequence of numbers where each number is the sum of the two preceding numbers. The sequence starts with 0 and 1. <step>,lambda n: n if n <= 1 else fibonacci_sequence(n - 1) + fibonacci_sequence(n - 2)
very_complex,flatten_dictionary,def flatten_dictionary(dictionary):    flattened = {}    for key value in dictionary.items():        if isinstance(value dict):            for subkey subvalue in flatten_dictionary(value).items():                flattened[key + '.' + subkey] = subvalue        else:            flattened[key] = value    return flattened,pydef flatten_dictionary(dictionary):    result = {}    for key value in dictionary.items():        if isinstance(value dict):            for subkey subvalue in flatten_dictionary(value).items():                result[f"{key}.{subkey}"] = subvalue        else:            result[key] = value    return result,```pydef flatten_dictionary(dictionary):    result = {}    for key value in dictionary.items():        if isinstance(value dict):            for subkey subvalue in flatten_dictionary(value).items():                result[f"{key}.{subkey}"] = subvalue        else:            result[key] = value    return result```This function recursively flattens a nested dictionary by concatenating the keys of the nested dictionaries with a dot (.) as a separator. <step>,lambda d parent_key='': {parent_key + '.' + k if parent_key else k: v for kk vv in d.items() for k v in (flatten_dictionary(vv kk).items() if isinstance(vv dict) else [(kk vv)])}
very_complex,mean_squared_error,def mean_squared_error(predictions actual_values):    total_squared_error = 0    for i in range(len(predictions)):        total_squared_error += (predictions[i] - actual_values[i])**2    return total_squared_error / len(predictions),def mean_squared_error(y_true y_pred):    return np.mean((y_true - y_pred) ** 2),```def mean_squared_error(y_true y_pred):    return np.mean((y_true - y_pred) ** 2)```This function calculates the mean squared error (MSE) between the true values (y_true) and the predicted values (y_pred). <step>,lambda actual predicted: sum((actual[i] - predicted[i]) ** 2 for i in range(len(actual))) / len(actual)
very_complex,quicksort,def quicksort(arr):    if len(arr) <= 1:        return arr    else:        pivot = arr[0]        less_than_pivot = [x for x in arr[1:] if x <= pivot]        greater_than_pivot = [x for x in arr[1:] if x > pivot]        return quicksort(less_than_pivot) + [pivot] + quicksort(greater_than_pivot),def quicksort(arr):    if len(arr) <= 1:        return arr    pivot = arr[len(arr) // 2]    left = [x for x in arr if x < pivot]    middle = [x for x in arr if x == pivot]    right = [x for x in arr if x > pivot]    return quicksort(left) + middle + quicksort(right),```def quicksort(arr):    if len(arr) <= 1:        return arr    pivot = arr[len(arr) // 2]    left = [x for x in arr if x < pivot]    middle = [x for x in arr if x == pivot]    right = [x for x in arr if x > pivot]    return quicksort(left) + middle + quicksort(right)```This function uses the divide-and-conquer approach to sort an array. It works by choosing a pivot element partitioning the array around the pivot and then recursively sorting the two subarrays. The function first checks,lambda arr: quicksort([x for x in arr[1:] if x < arr[0]]) + [arr[0]] + quicksort([x for x in arr[1:] if x >= arr[0]]) if arr else []
very_complex,leibniz_pi_approximation,def leibniz_pi_approximation(n):    approximation = 0    for i in range(n):        approximation += (-1)**i / (2*i + 1)    return approximation * 4,def leibniz_pi_approximation(n):    pi = 0    for i in range(n):        pi += ((-1)**i) * (4 / (2*i + 1))    return pi,```def leibniz_pi_approximation(n):    pi = 0    for i in range(n):        pi += ((-1)**i) * (4 / (2*i + 1))    return pi```This function approximates the value of pi using the Leibniz formula. It takes a positive integer n as input and returns an approximation of pi accurate to n terms. <step>,lambda n: sum((-1) ** i / (2 * i + 1) for i in range(n)) * 4
very_complex,pairwise_slices,def pairwise_slices(lst):    slices = []    for i in range(len(lst) - 1):        pair = (lst[i] lst[i+1])        slices.append(pair)    return slices,def pairwise_slices(s):    return [s[i:i+2] for i in range(len(s)-1)],```def pairwise_slices(s):    return [s[i:i+2] for i in range(len(s)-1)]```This function takes a string as input and returns a list of all possible pairs of adjacent characters in the string. <step>,(lambda x: [x[i:i+2] for i in range(len(x)-1)])
very_complex,reverse_words,def reverse_words(sentence):    words = sentence.split()    reversed_sentence = ' '.join(reversed(words))    return reversed_sentence,def reverse_words(s):    words = s.split()    reversed_words = words[::-1]    reversed_s = ' '.join(reversed_words)    return reversed_s,```def reverse_words(s):    words = s.split()    reversed_words = words[::-1]    reversed_s = ' '.join(reversed_words)    return reversed_s```This function takes a string `s` as input splits it into words using the `split()` method reverses the order of the words using list slicing and then joins the reversed words back together into a string using the `join()` method. <step>,(lambda s: ' '.join([w[::-1] for w in s.split()]))
very_complex,square_even_numbers,def square_even_numbers(numbers):    squared_evens = [num**2 for num in numbers if num % 2 == 0]    return squared_evens,def square_even_numbers(numbers):    squared_numbers = []    for number in numbers:        if number % 2 == 0:            squared_numbers.append(number ** 2)    return squared_numbers,```def square_even_numbers(numbers):    squared_numbers = []    for number in numbers:        if number % 2 == 0:            squared_numbers.append(number ** 2)    return squared_numbers```This function takes a list of numbers as input and returns a list of the squares of the even numbers in the input list. <step>,(lambda n: list(map(lambda x: x ** 2 filter(lambda x: x % 2 == 0 range(n)))))
very_complex,find_all_substrings_with_less_vowels,def find_all_substrings_with_less_vowels(input_string):    vowels = "aeiou"    substrings = []    for i in range(len(input_string)):        for j in range(i+1 len(input_string)+1):            substring = input_string[i:j]            vowel_count = sum(1 for char in substring if char in vowels)            if vowel_count < len(substring)//2:                substrings.append(substring)    return substrings,pydef find_all_substrings_with_less_vowels(s n):    vowels = "aeiou"    substrings = []    for i in range(len(s)):        for j in range(i + 1 len(s) + 1):            substring = s[i:j]            vowel_count = 0            for char in substring:                if char in vowels:                    vowel_count += 1            if vowel_count < n:                substrings.append(substring)    return substrings,```pydef find_all_substrings_with_less_vowels(s n):    vowels = "aeiou"    substrings = []    for i in range(len(s)):        for j in range(i + 1 len(s) + 1):            substring = s[i:j]            vowel_count = 0            for char in substring:                if char in vowels:                    vowel_count += 1            if vowel_count < n:                substrings.append(substring)    return substrings```This function takes a string,(lambda s: [s[i:j] for i in range(len(s)) for j in range(i+1 len(s)+1) if sum(1 for c in s[i:j] if c in 'aeiou') < 2])
very_complex,consecutive_letter_difference,def consecutive_letter_difference(word):    result = []    for i in range(len(word)-1):        diff = ord(word[i+1]) - ord(word[i])        result.append(abs(diff))    return result,pydef consecutive_letter_difference(s):    if len(s) < 2:        return 0    return abs(ord(s[1]) - ord(s[0])) + consecutive_letter_difference(s[1:]),```pydef consecutive_letter_difference(s):    if len(s) < 2:        return 0    return abs(ord(s[1]) - ord(s[0])) + consecutive_letter_difference(s[1:])```This function calculates the sum of the absolute differences between the ASCII values of consecutive letters in a string. <step>,(lambda s: all(ord(s[i]) - ord(s[i-1]) == ord(s[i+1]) - ord(s[i]) for i in range(1 len(s)-1)))
very_complex,contains_len_3_palindrome,def contains_len_3_palindrome(string):    substrings = [string[i:i+3] for i in range(len(string)-2)]    for sub in substrings:        if sub == sub[::-1]:            return True    return False,def contains_len_3_palindrome(s):    for i in range(len(s) - 2):        if s[i] == s[i + 2]:            return True    return False,```def contains_len_3_palindrome(s):    for i in range(len(s) - 2):        if s[i] == s[i + 2]:            return True    return False```This function iterates through the string `s` and checks if any three consecutive characters are the same. If it finds a palindrome of length 3 it returns `True`. If it reaches the end of the string without finding a palindrome it returns `False`. <step>, return any(a[i:i+3] == a[i:i+3][::-1] for i in range(len(a)-2))
very_complex,nonlinear_sequence_generator,def nonlinear_sequence_generator():    # code for generating nonlinear sequence goes here    pass,def nonlinear_sequence_generator(n):    sequence = [0 1]    for i in range(2 n):        sequence.append(sequence[i - 1] + 2 * sequence[i - 2])    return sequence,```def nonlinear_sequence_generator(n):    sequence = [0 1]    for i in range(2 n):        sequence.append(sequence[i - 1] + 2 * sequence[i - 2])    return sequence```This function generates a sequence of numbers where each term is the sum of the previous term and twice the term before that. <step>,(lambda x: [x[i:i+2] for i in range(len(x)-1)])
very_complex,lexical_reversal_engine,def lexical_reversal_engine(text):    return text[::-1],pythondef lexical_reversal_engine(input_string):    return input_string[::-1],```pythondef lexical_reversal_engine(input_string):    return input_string[::-1]```This function takes a string as input and returns the reversed string. <step>,(lambda s: ' '.join([w[::-1] for w in s.split()]))
very_complex,even_squared_filter,def even_squared_filter(lst):    return [x**2 for x in lst if x % 2 == 0],def even_squared_filter(numbers):    return [num**2 for num in numbers if num % 2 == 0],```def even_squared_filter(numbers):    return [num**2 for num in numbers if num % 2 == 0]```This function takes a list of numbers as input and returns a list of the squares of all even numbers in the input list. <step>,(lambda n: list(map(lambda x: x ** 2 filter(lambda x: x % 2 == 0 range(n)))))
very_complex,find_all_substrings_with_more_consonants,def find_all_substrings_with_more_consonants(input_str):    vowels = "aeiouAEIOU"    substrings = []    for i in range(len(input_str)):        for j in range(i+1 len(input_str)+1):            substring = input_str[i:j]            consonants_count = sum(1 for char in substring if char.isalpha() and char not in vowels)            if consonants_count > len(substring) - consonants_count:                substrings.append(substring)    return substrings,ERROR: CLEAN THIS,```pydef find_all_substrings_with_more_consonants(s):    vowels = set("aeiou")    substrings = []    for i in range(len(s)):        for j in range(i + 1 len(s) + 1):            substring = s[i:j]            consonants_count = sum(1 for char in substring if char.lower() not in vowels)            if consonants_count > len(substring) // 2:                substrings.append(substring)    return substrings# Example usage:s = ",(lambda s: [s[i:j] for i in range(len(s)) for j in range(i+1 len(s)+1) if sum(1 for c in s[i:j] if c not in 'aeiou') > 2])
very_complex,consecutive_letter_difference,def consecutive_letter_difference(word1 word2):    count = 0    for i in range(len(word1)):        if word1[i] != word2[i]:            count += 1    return count,pydef consecutive_letter_difference(s):    if len(s) < 2:        return 0    return abs(ord(s[1]) - ord(s[0])) + consecutive_letter_difference(s[1:]),```pydef consecutive_letter_difference(s):    if len(s) < 2:        return 0    return abs(ord(s[1]) - ord(s[0])) + consecutive_letter_difference(s[1:])```This function calculates the sum of the absolute differences between the ASCII values of consecutive letters in a string. <step>,(lambda s: all(ord(s[i]) - ord(s[i-1]) == ord(s[i+1]) - ord(s[i]) for i in range(1 len(s)-1)))
very_complex,get_value_divided_by_sum_of__even_digits,def get_value_divided_by_sum_of__even_digits(input_value):    even_digits = [int(d) for d in str(input_value) if int(d) % 2 == 0]    sum_even_digits = sum(even_digits)        if sum_even_digits == 0:        return "Cannot divide by zero"    else:        return input_value / sum_even_digits,pydef get_value_divided_by_sum_of__even_digits(value):    even_digits_sum = 0    for digit in str(value):        if int(digit) % 2 == 0:            even_digits_sum += int(digit)    return value / even_digits_sum,```pydef get_value_divided_by_sum_of__even_digits(value):    even_digits_sum = 0    for digit in str(value):        if int(digit) % 2 == 0:            even_digits_sum += int(digit)    return value / even_digits_sum```This function takes a number as input and calculates the sum of all even digits in the number. It then returns the original number divided by the sum of even digits. <step>,(lambda n: n / sum(int(d) for d in str(n) if int(d) % 2 == 0))
